"","lon","lat","HDS_richness","mean_QDS_turnover","mean_QDS_richness","Elevation","MAP","PDQ","Surface.T","NDVI","CEC","Clay","Soil.C","pH","rough_Elevation","rough_MAP","rough_PDQ","rough_Surface.T","rough_NDVI","rough_CEC","rough_Clay","rough_Soil.C","rough_pH"
"1",16.7,-28.4,355,0.958254145740877,103.25,171.080126271949,110.609435986991,7.69149979822401,308.178360863537,11931109.1305208,6.51697268052535,6.70755311792547,38.8178168903698,71.3374206542969,57.9740118228627,15.5866715062777,0.479494567307658,1.065869210559,1979852.00087525,1.12015570992206,1.90222507483526,6.25678782591281,2.89913349256648
"2",17.2,-28.4,672,0.907165485111677,226.5,536.658735514727,88.0859076248275,7.74375786394351,306.523424110385,15478370.8208936,9.3857061598036,10.6742701530457,43.834566069238,65.0966754018525,129.802824986584,13.2014952270944,0.984592844951257,1.76557470064048,2217051.68961054,1.23118223509593,2.71510339385535,4.14661062702898,2.58749511325569
"3",16.7,-28.9,355,0.958254145740877,103.25,167.730502384968,83.9418283524336,9.87626690995277,303.923193727784,17589536.2285538,7.46997069275897,7.47390097260744,26.693412490513,50.3090353690267,38.1459471945089,8.47422237437283,1.84443838586874,1.23855823959255,1868947.56119067,1.69836616292944,2.13884043549545,7.68031692408603,8.54565124753876
"4",17.2,-28.9,483,0.871479198933698,167,485.957643454083,100.429776216329,9.21073084564635,306.070132974626,17108665.0546863,7.0481731819384,10.3416605236554,38.9113394419352,68.9787209636033,63.771112253323,8.53622657122529,0.634305211348842,0.918812844441927,1960166.52660401,1.2438963823963,1.86810849522176,8.12948642844322,2.95866197688812
"5",17.7,-28.9,868,0.814436608038744,338,686.292260373019,98.555860961477,9.887461796426,305.97490866432,14305040.2212167,7.54355808404776,8.52955401860751,31.5985115784865,71.0017997154823,67.3768871019059,8.90040993164482,0.987938536432391,1.15045403924627,1348584.74632965,1.24832341267076,1.71643386467764,6.97231802274893,2.74600249401088
"10",16.7,-29.4,139,0.97841726618705,71,42.960666073898,91.5950164233937,12.1610088715482,299.706871187364,17073151.47664,10.9516875403268,4.59865845659748,39.074015889849,19.809398753196,28.8971864458165,15.565341758127,3.82449102771782,1.46503590961848,2087221.82165026,3.1366403930717,3.06661570488385,11.6819091661717,12.3405620769394
"11",17.2,-29.4,483,0.871479198933698,167,193.229330653564,131.939064850042,12.177139228333,305.969850816993,18508319.9413786,9.11565099716186,9.70148743748665,23.7380233287811,70.5304167616367,35.0556662382958,10.4061779044609,1.6351183441829,0.860180719926852,1300440.16496595,1.42029568604818,1.35464550542645,6.52296500290765,4.40274506429417
"12",17.7,-29.4,1179,0.754619377464766,498.25,739.768037952948,155.472237985399,12.8611203135921,304.210711165577,19022248.8562092,9.30174540996551,12.8484232759476,39.1675390529633,68.3909395217895,71.7767188252942,12.0619468634806,1.17362041095057,0.694209592108435,1549527.81106259,1.20505171140035,1.63646537303925,6.06340547826555,1.88433836195204
"13",18.2,-29.4,159,0.951486535208143,58,912.901038928662,144.977612905363,13.4280377857609,305.815177812988,15669248.916177,6.70074938764476,10.0472685785005,19.8424276679453,78.0540600400982,37.1515824116351,8.07252738461401,0.757673847274249,0.696300027062811,732844.576206472,0.668545157880341,0.758809152743899,3.83662126714915,1.72812070520868
"14",18.7,-29.4,31,0.972222222222222,10.6666666666667,837.324799883019,115.46854051484,17.1332618206292,305.675859636538,14768972.1823689,5.78885814620227,8.7571170155595,12.463813095558,81.4412290991806,35.3157108923562,6.10996773929613,0.860852647277052,0.649552624068296,611487.138731538,0.705085767284642,0.618014450332613,4.4874167519487,1.47695673028028
"15",19.2,-29.4,13,1,6.5,962.721447225707,137.178543965357,22.2629829245697,305.301546634125,15503382.1805797,6.79349574559852,9.66634003723724,12.8402926589869,80.7151010247726,28.478540214151,4.94990871541028,1.50795357664172,0.570051629297594,751745.093497584,0.501426213192896,0.608199488189725,4.27311649815682,1.25007870302206
"17",17.2,-29.9,608,0.874727146485645,210,163.925425809055,144.157772664212,18.9902011098014,303.332278795777,20351587.8879732,8.35474759113939,9.47839422716028,25.0984639880023,54.72904946812,31.7930965260723,16.6572366991783,3.99006801897948,0.990210936856739,984266.128071754,1.40435790002693,1.94205648909915,5.56761371201244,7.41389865542382
"18",17.7,-29.9,1003,0.830123675498324,381.5,546.3359783114,178.965193341573,13.2135737597217,304.484063834423,23054703.8398693,10.2096945738792,16.0300844764709,47.1253692245483,66.6071596908569,74.1846572498179,11.8896049534833,0.93405826008112,0.679237145969486,1536602.07879437,1.44005665328768,1.66108290248447,5.60471895429823,0.930621910095215
"19",18.2,-29.9,159,0.951486535208143,58,887.71387257385,182.899131554498,15.2378368524084,304.197516884531,17961804.8747277,9.10070683002472,14.5849808979034,31.6900842857361,69.0952519989014,53.193353346182,9.19101064658459,0.94822832763911,0.615079829339135,915303.086419684,0.937931053373548,1.18985464731852,4.50103530671861,1.03400182088216
"20",18.7,-29.9,843,0.901525876474059,277.25,982.438561839622,160.294805569119,20.8624261729572,305.306531692538,16000280.1606754,7.77184826135635,14.5822197794914,18.6569693386555,76.2532950639725,11.0195540711436,2.48078939524034,0.59814453547582,0.257878890613921,708118.872228161,0.556942714511284,0.912888245976397,2.44999051302198,1.3340992961138
"21",19.2,-29.9,23,1,7.66666666666667,904.708140400046,148.143782176669,22.307323369715,305.34105245517,14282745.0980392,6.74144829236544,14.2601368977473,15.1995234122643,79.5227185762846,7.77263027813736,1.72566045987333,0.343368792196167,0.147300825173368,518420.765100886,0.374485632074913,1.21907769084996,1.84452186760303,1.35121328332922
"22",17.2,-30.4,609,0.891945992844899,267,89.2859268712699,159.340883831919,22.8483906350794,300.217332710862,21750800.1997095,11.1285987172808,8.76944453913408,35.0916411808559,35.7123260560135,27.2478615687837,28.6395365188934,7.20336567083954,1.70875385249264,1458173.70358114,2.03242902294578,3.05655912740168,8.83279865617384,10.7642745345401
"23",17.7,-30.4,1003,0.830123675498324,381.5,340.29123952885,191.756712608337,13.320196679571,304.68229912854,25229221.5413943,9.14681297779083,16.1853714084625,43.4750497436523,66.2219572067261,49.5350520718134,9.2660176723386,1.12187237455412,0.629058563301867,1326542.57595003,1.06491280476252,1.2296145898766,5.79414963616265,1.13857020537059
"24",18.2,-30.4,843,0.901525876474059,277.25,886.300465861828,205.276238897112,16.4549807104961,301.988860784314,23138365.2233116,10.8763261699677,19.4551307106018,51.7901043891907,65.7598797607422,88.5981422670373,14.5874929348039,1.0961381077479,0.790506656983794,1926497.24037752,0.899976959758335,1.30736613273621,6.6622369088067,0.94532406700982
"25",18.7,-30.4,243,0.962632687150332,68,932.641465861516,172.970685081482,22.0947783553636,304.693296568627,16449766.6394336,9.06305809497833,18.3274589920044,29.4174051094055,72.373268737793,28.1975325374188,4.8608859344765,0.72887788466346,0.541848329702248,1422508.28794477,0.586998270352681,0.718725154664781,2.91343045128716,1.34424528333876
"26",19.2,-30.4,322,0.924277467440994,98.5,832.94133272229,152.518600328138,23.3952499762613,306.420546235778,11156778.4737352,10.3815303537581,18.5336178143819,22.6691005071004,73.7612940470378,27.3824867143803,3.89716623312719,0.652666951069337,0.396815610458864,1031604.10976287,1.04709685299342,1.14427002020824,2.19171615824287,1.29499292921978
"27",19.7,-30.4,33,0.96969696969697,17,888.447957147749,151.504092721378,25.75833646349,306.217317698321,11432432.5579905,12.381269903744,21.3089205797981,24.5762727400836,72.5872268676758,31.5038550618209,2.62314976047512,0.580457613146086,0.379867122230148,847801.038252897,0.978677271460953,0.62027302571928,1.11593701788246,0.341362340376825
"29",17.7,-30.9,568,0.850622795272644,199.5,138.284833295912,180.059368275272,20.7310524627499,302.583738490767,24615438.1174083,9.37947437090751,13.2514629922393,35.1719496800349,51.0700455581148,32.935551515742,15.6855928385978,3.81439069423798,1.04274763452191,1379159.20888472,1.78690142671801,2.06206262275453,6.67123984481244,6.29721649263948
"30",18.2,-30.9,664,0.926690079236685,208,337.56167217173,176.22394015842,14.2276830576741,304.967484259259,22887020.9422658,7.33389189243317,16.5332961654663,38.0182008171082,67.643960647583,41.9850475361828,9.22585650055497,0.446310656032325,0.457758194141856,1257680.18034366,0.944986381000942,0.827680546442668,5.41477957195706,0.738027030097114
"31",18.7,-30.9,692,0.885543547613174,231.75,470.330893778291,160.131736096276,16.1809635939398,305.480844934641,20231770.7244009,8.01507015228271,17.3141580963135,31.5827558898926,70.5851457214356,43.1982557651086,7.44317533540137,0.668461292883755,0.453440547083029,1251870.05567652,0.906864389313592,0.8175618563758,3.72970630645752,0.886330193413628
"32",19.2,-30.9,1448,0.92182544053809,440.75,650.18993023048,189.084108024173,21.6918465037317,305.142066830065,20263983.5239652,11.2513224363327,21.8317215633392,45.0094497680664,69.3124871444702,63.9898557011545,11.4004398435428,1.00282626455969,0.825017822561123,2659370.18276433,1.06876988357968,1.33818857722812,7.98351249482897,1.30601925320095
"33",19.7,-30.9,786,0.915020844040658,256.5,913.727823647665,160.81237792748,25.7926071238041,305.684360021787,14855763.548475,12.2249056696892,22.8826240897179,42.1931059360504,71.2870817184448,29.7403156273973,5.4496297089625,0.610178161950304,0.439463271001561,1399490.85730766,0.846131643625321,0.743738012733283,4.51520338772781,0.696194873915778
"35",17.7,-31.4,131,1,65.5,59.9002324507187,167.13708663405,23.981936625259,300.156664086687,25488409.8129993,14.4780128598213,7.22985293357461,45.5863100290298,22.829217997966,27.3023601450554,38.8786521201964,8.45039803570088,1.33812838252583,2517020.63025552,3.491903917657,3.50028676197836,11.5220302078932,11.0131329341206
"36",18.2,-31.4,664,0.926690079236685,208,165.463654033509,186.642456777472,19.2717062255105,303.612338275009,24570831.2983313,8.59424357665213,16.6561334624868,37.6933537533409,59.9548382609424,29.8779505931681,11.3422277845956,2.12489746583079,0.62490488081324,1864523.8047972,1.359894498504,1.32026098421385,6.93652829539905,3.65539175957368
"37",18.7,-31.4,1542,0.791161670398233,621.25,182.096122796326,168.072938158247,13.6806473738107,306.02626372549,18703127.3965142,6.64744746685028,17.5046221351624,35.7401539230347,70.423694152832,29.409984998771,11.9628381034474,0.665919908427242,0.586563398692807,2101514.33974815,1.05108442995283,0.950226469039917,4.32256996790568,1.18603524949816
"38",19.2,-31.4,1448,0.92182544053809,440.75,647.70963276588,251.786548938751,18.4391984417372,303.764867429194,27395039.8692811,13.4030220174789,24.3362335968018,56.6741878128052,65.8339427185059,66.7008493436133,16.2182658730024,1.06421910360759,0.85371755628176,2529131.56620663,1.12742584016588,1.19380080752903,6.99684215121798,1.01230420854357
"39",19.7,-31.4,786,0.915020844040658,256.5,988.503913485432,200.787274172041,28.0530507379511,303.620215631808,20890688.8888889,14.7341969203949,25.0641536903381,57.9500219726563,66.9843919754028,72.8057673376085,14.5289745208363,1.24957635316852,0.882050859356075,1692327.03643173,1.28763299306234,0.786217782762316,4.65948960834079,1.09143475850423
"40",20.2,-31.4,324,0.947765536836428,119.666666666667,1070.19408283051,159.935248346926,29.0313943435443,305.016663974658,14360587.7344553,12.7016187974776,22.010326144339,35.3591612454118,69.3657918469659,24.2881141654737,6.48566422541632,0.868060275220407,0.558628492581218,1508753.42874655,0.841641817682743,0.994356382547819,5.28922377069421,1.00662067645093
"41",18.2,-31.9,540,0.807407407407407,322,102.164501368323,214.928915177343,24.2386410153803,301.295946204871,28532720.0695094,11.3455774325591,11.7920543590726,46.7805902774517,39.8957259432908,25.8958117441466,27.0555850245416,5.74321367517103,0.958080783490087,1381481.47839375,2.44559987081131,2.54077274254507,6.19482815920652,8.05271876264485
"42",18.7,-31.9,1634,0.833704208863897,605.5,273.970062418249,216.999976005554,15.804240893658,302.786812254902,27997747.6034858,8.81474421977997,20.1675517272949,51.2071217727661,65.1159452819824,77.245611475127,15.9236773733445,1.05150431764794,0.829180071411259,2501443.96029999,0.992762520578172,0.806726794772678,4.88577168358697,0.804958716498481
"43",19.2,-31.9,2027,0.845592425690427,783,494.645667663611,217.751725408766,17.1983952787536,302.558279084967,26059754.711329,11.5706289672852,20.7719724845886,53.0322983932495,66.0117673110962,72.3213748091608,12.830508262493,1.10945510257641,0.800650968288531,1775011.07480019,0.943336000972324,0.914813724093967,5.12696413252089,0.837711847093371
"44",19.7,-31.9,421,0.71678497262288,180,647.491029846235,196.784505564372,19.0244732158777,304.354282734205,19400665.6045751,13.1167244434357,22.0366813468933,49.4567962265015,68.9014379882812,81.6681116339148,15.5772848423616,1.48520070408157,1.06095826676347,2466940.94045014,1.18964131779141,1.05036034478082,4.9356421746148,1.16356757269965
"45",20.2,-31.9,740,0.834937379499541,279.5,1209.30955854302,209.021056457096,32.6809164697325,302.04974046841,19199999.3464053,13.4433473491669,21.3862264251709,43.256754283905,66.707324180603,66.8020207745982,12.9009550400134,1.64504095608383,0.764982089687711,1811056.40696859,0.809605326255162,0.774453816678789,5.69370774878396,0.825960019429525
"46",20.7,-31.9,257,0.975485528207061,72,1332.51855439347,195.490157995274,35.2160475562779,301.446182565619,17422218.7856624,14.654737722306,21.5526069459461,42.4304963520595,66.2875681377593,50.1785126540387,8.62216605067884,1.87338017364447,0.741628713368054,953607.701413865,1.00094915884332,0.551422580245401,4.9138591362866,0.73217324983506
"48",21.7,-31.9,141,0.943262411347518,74.5,1428.49956528776,205.227269313954,18.3261147135938,301.245801217039,17613552.7946811,14.6490054952687,22.3627638323554,34.5091480715521,67.4286984410779,43.6969216260685,9.66645284092896,4.46368792544028,0.766626907659617,1083500.7909826,0.926873060230616,0.379543189396934,7.22246273575288,1.08828119435595
"50",18.2,-32.4,600,0.864697723601967,253.666666666667,63.0850133305545,268.882745363559,28.4850486135203,299.179058848287,30739587.2865275,13.9500491380692,9.75907965157181,57.1941154956818,32.252483260259,27.2930969473045,32.85446462766,6.21729920079808,1.07503672540846,2101920.13421744,3.011288305767,3.21625097862942,8.46974822835317,9.80323566376773
"51",18.7,-32.4,1634,0.833704208863897,605.5,266.701589150161,291.02161342197,21.4531729423767,301.827340359477,31641928.6764705,9.98087923526764,21.2861025619507,53.9372824478149,63.3941725158691,72.5010010814019,18.9767684272484,1.17379576856668,0.649490329218104,2570736.56802219,1.23492907683055,0.962424952189127,6.51353605482313,1.2422526550293
"52",19.2,-32.4,2027,0.845592425690427,783,828.56734050731,317.823507177565,26.1234190561392,298.873927941176,28928259.1230938,13.9793671417236,20.3318652629852,68.0693573760986,62.7911824035645,147.442930864627,23.0402491213951,2.05716257336878,1.17170850883563,2343638.56511736,1.11856903394063,0.936044865714179,6.805887582567,1.39001143985324
"53",19.7,-32.4,1022,0.945561739279801,298.25,410.232708543219,178.156764945984,13.6456641537721,306.850540849673,11794051.5795207,11.3085511779785,18.4954675102234,44.6850950241089,71.6295315551758,41.9181686699307,10.7727016006281,1.44864251972403,0.974242162914549,1563648.21169204,0.829118835661147,1.23906370480855,3.58109681023492,1.1041933186849
"54",20.2,-32.4,232,0.938627674304475,68.75,803.140338898638,199.846511573792,21.5526956150437,303.617427723312,21526430.7461873,12.8280380964279,20.5956516075134,52.8059567451477,67.0424510574341,106.030678465222,20.3308860192476,2.58600523590785,1.18624019002663,2403228.31336234,1.37246421919929,0.950950917137993,6.56457471635607,1.23125453101264
"55",20.7,-32.4,380,0.901260320166598,123.5,1465.95263949116,227.228708110385,38.3885461416438,299.99372962963,19921584.5860567,15.5805628108978,22.4240786743164,43.9884861564636,65.3168146514893,61.0400258963328,10.5597724382377,2.95996242891113,0.593424328249819,1380332.07455819,0.879392472373115,0.637537206013998,6.30147637049357,0.843241466946072
"56",21.2,-32.4,97,0.952898550724638,36.6666666666667,1390.09364844312,207.453742508195,22.8032358192335,300.737236312399,17046056.3784692,15.8768609295721,21.6125494500865,44.5632285449816,66.817632716635,75.6667721070505,13.8857656124006,6.24554930425293,0.851425460740522,1334517.76756393,1.27285503642653,0.552237903421874,9.0297753178555,1.18469548709151
"57",21.7,-32.4,141,0.943262411347518,74.5,1241.53807437966,216.967821751953,30.3403166402723,301.094427326486,18755415.4995332,14.9991856302534,22.0432596206665,44.5725296111334,66.3490489778065,125.771296783016,23.2908889162137,9.96096580335167,1.40247233373802,2134545.63615565,1.13130599064802,0.790553506125308,8.3683438300726,1.5992532833183
"58",17.7,-32.9,52,0.980769230769231,26.5,36.4855281307202,204.474647356116,19.4539046897669,296.103388404745,36642713.6561694,18.851772181193,5.15264748749049,71.5104977925618,15.1782796209788,15.0333452185297,49.6109793474389,6.87433011049942,1.68719564908152,1828406.01028552,6.2246566864927,3.33801022001658,13.0436356412292,9.97100312972909
"59",18.2,-32.9,1236,0.873665622543437,447.25,47.6319640205999,295.777418754533,21.6072806290669,300.416351762927,35336409.9873868,12.2831054975589,17.005544935083,52.3128034671148,50.9977863580361,15.0960098016273,14.7896163811848,2.30420636770757,0.737361952938137,1787995.40111843,2.40821547311529,2.42390974106901,6.46675413744475,5.89299148771505
"60",18.7,-32.9,1144,0.877065903690899,384.25,168.173689206943,373.861649521722,31.1083701122237,301.757222875817,37343228.2407407,9.86424443244934,20.2740893363953,46.6703381919861,61.3515910339355,59.2327811693427,21.5217852312253,1.32291863620759,0.699410784313723,2230582.05337683,1.32923803488413,0.804635473887126,5.7924086104499,0.897946438259549
"61",19.2,-32.9,1898,0.782759396920888,777.25,838.228727821418,426.364162279765,40.9936668271399,297.84891416122,35196288.0446624,14.9215623474121,21.9780804634094,67.607525100708,60.1625155639648,149.474733464782,36.1932151323483,2.38806420095312,1.17260620915031,3262819.96792531,1.23717195457882,0.966971107059055,8.08020969390869,1.41000104268392
